dataMatrix	QC1_001	HU_neg_017	HU_neg_018	HU_neg_020	HU_neg_021	HU_neg_027	HU_neg_028	HU_neg_032	HU_neg_034	QC1_002	HU_neg_037	HU_neg_041	HU_neg_043	HU_neg_044	HU_neg_047	HU_neg_048	QC1_003	HU_neg_049	HU_neg_050	HU_neg_051	HU_neg_052	HU_neg_055	HU_neg_059	HU_neg_060	HU_neg_061	QC1_004	HU_neg_064	HU_neg_065	HU_neg_066	HU_neg_068	HU_neg_071	HU_neg_072	HU_neg_077	HU_neg_078	QC1_005	HU_neg_079	HU_neg_083	HU_neg_086	HU_neg_088	HU_neg_089	HU_neg_090	HU_neg_091	HU_neg_093	HU_neg_094	QC1_006	HU_neg_099	HU_neg_100	HU_neg_101	HU_neg_105	HU_neg_107	HU_neg_108	HU_neg_109	HU_neg_110	HU_neg_111	QC1_007	HU_neg_116	HU_neg_118	HU_neg_123	HU_neg_125	HU_neg_126	HU_neg_127	QC1_008	HU_neg_130	HU_neg_131	HU_neg_132	HU_neg_133	HU_neg_134	HU_neg_138	QC1_009	HU_neg_144	HU_neg_148	HU_neg_149	HU_neg_150	QC1_010	HU_neg_152	HU_neg_154	HU_neg_156	HU_neg_157	HU_neg_158	HU_neg_163	HU_neg_170	HU_neg_171	QC1_011	HU_neg_172	HU_neg_173	HU_neg_174	HU_neg_175	HU_neg_178	HU_neg_179	HU_neg_180	HU_neg_181	HU_neg_182	QC1_012	HU_neg_184	HU_neg_185	HU_neg_186	HU_neg_189	HU_neg_192	HU_neg_196	QC1_013	HU_neg_200	HU_neg_201	HU_neg_202	HU_neg_204	HU_neg_207	HU_neg_208	HU_neg_209	QC1_014	QC1_001_b2	HU_neg_022_b2	HU_neg_076_b2	HU_neg_166_b2	HU_neg_114_b2	HU_neg_190_b2	HU_neg_139_b2	HU_neg_096_b2	HU_neg_058_b2	HU_neg_031_b2	QC1_002_b2	HU_neg_039_b2	HU_neg_087_b2	HU_neg_143_b2	HU_neg_162_b2	HU_neg_102_b2	HU_neg_188_b2	HU_neg_095_b2	HU_neg_062_b2	QC1_003_b2	HU_neg_063_b2	HU_neg_011_b2	HU_neg_074_b2	HU_neg_122_b2	HU_neg_142_b2	HU_neg_030_b2	HU_neg_187_b2	HU_neg_167_b2	HU_neg_113_b2	QC1_004_b2	HU_neg_081_b2	HU_neg_014_b2	HU_neg_206_b2	HU_neg_119_b2	HU_neg_033_b2	HU_neg_067_b2	HU_neg_140_b2	HU_neg_164_b2	HU_neg_193_b2	HU_neg_112_b2	QC1_005_b2	HU_neg_097_b2	HU_neg_056_b2	HU_neg_195_b2	HU_neg_135_b2	HU_neg_159_b2	HU_neg_070_b2	HU_neg_038_b2	HU_neg_026_b2	QC1_006_b2	HU_neg_098_b2	HU_neg_115_b2	HU_neg_137_b2	HU_neg_019_b2	HU_neg_073_b2	HU_neg_168_b2	HU_neg_191_b2	HU_neg_040_b2	HU_neg_046_b2	QC1_007_b2	HU_neg_103_b2	HU_neg_015_b2	HU_neg_053_b2	HU_neg_121_b2	HU_neg_183_b2	HU_neg_199_b2	HU_neg_042_b2	HU_neg_075_b2	QC1_008_b2	HU_neg_203_b2	HU_neg_024_b2	HU_neg_082_b2	HU_neg_169_b2	HU_neg_129_b2	HU_neg_057_b2	HU_neg_035_b2	HU_neg_194_b2	HU_neg_145_b2	HU_neg_104_b2	QC1_009_b2	HU_neg_177_b2	HU_neg_025_b2	HU_neg_080_b2	HU_neg_117_b2	HU_neg_136_b2	HU_neg_197_b2	HU_neg_036_b2	HU_neg_054_b2	HU_neg_085_b2	QC1_010_b2	HU_neg_160_b2	HU_neg_092_b2	HU_neg_023_b2	HU_neg_124_b2	HU_neg_147_b2	HU_neg_205_b2	HU_neg_084_b2	HU_neg_120_b2	HU_neg_198_b2	QC1_011_b2	HU_neg_045_b2	HU_neg_029_b2	HU_neg_069_b2	HU_neg_155_b2	HU_neg_106_b2	HU_neg_146_b2	HU_neg_128_b2	QC1_012_b2
M53T345	22916.8503183278	7902.36628611891	14186.1927260197	10015.9019240688	26094.828028276	0	38332.1570293848	8393.52483632099	6785.85486172605	64557.5696044546	15085.3806578423	0	55618.4950303317	0	0	74378.564916877	69385.6823681573	89437.9795664756	48320.6149305083	0	27549.0211475775	17372.8580621263	49331.7569391658	52762.8909562027	14701.2645921527	45264.5638569828	0	22800.9849561408	44174.1106217275	21020.4732296622	0	38080.7304204211	32382.6256336037	27785.3736965079	37328.4752249551	19541.5803787906	34889.5607768396	164054.478223313	68963.9935434008	39557.2309303527	29623.8667089724	53765.4492117118	9298.12832080944	1950.95686964544	77308.9014034962	11959.2640840444	42652.1227840538	0	24286.3336183775	75811.0410858136	0	0	9464.23645760711	174377.136304784	48086.7360433165	14925.1880942963	15358.803016403	181689.711577104	42975.0756929933	47882.0867588327	147474.219553644	20423.1003315362	96186.6084956545	81450.8051605474	75984.6073191648	0	0	37916.9838544697	59635.0709072874	88591.7909778961	107351.343538686	214900.490026095	0	0	101860.62950402	0	0	75878.6360109469	0	218702.585453886	118194.313858912	55775.259094532	38006.6711995647	181840.596518769	11686.9719830616	127721.148955206	182860.420341732	0	23775.5437795508	20023.7275839261	0	0	48093.0771338209	68516.0666418151	23791.3343168634	0	23783.3223321733	174248.120946074	379162.107513736	99317.5330551209	57907.5338769939	47350.9527537698	70875.1997614108	68493.8100351508	6995.91754420187	0	10089.6393190743	25762.7718787945	40495.950484769	0	115609.62552561	269883.491689927	533473.730400262	159887.426428087	89996.9122152663	21816.0222612218	293336.814697949	76632.756441603	27593.8103237999	0	98002.9517120476	55494.634556421	0	404468.244928135	33314.944808846	47528.6059700578	13657.2803182137	96956.5957513125	176053.070998133	120632.417721988	56831.1824351098	79507.9335299172	126549.647861018	98680.5835491305	91372.407949295	33407.8381345849	0	41161.6369830302	29347.9526465379	33420.2819280883	29416.0115336423	277653.26431386	0	141382.267942658	74958.853019393	102483.132169159	172603.458322612	98485.314669602	0	0	88683.1202776078	0	201018.838840406	54366.2381805297	59884.0471080122	11732.8817059067	52478.4243520517	40974.3987460266	0	8529.0502438562	157879.278797971	96387.9834515478	47201.2620316706	61120.5395695007	42051.1842851738	0	0	152016.333256555	140801.32650685	38241.7294069804	83004.3248898002	0	40720.1614014255	57957.9125733204	15954.8784347693	0	0	0	0	53282.2416262225	35655.4594767173	0	151724.537983198	57834.4743400806	146397.914849139	52238.8958383921	0	0	145368.252734858	159598.919187764	143530.13476003	60793.0897877049	0	25635.5732408133	0	126871.672949796	93070.0624662882	0	52891.1218192687	72408.9537744018	152604.332831428	587864.895817316	410998.858671201	0	43270.7055185618	407021.031572177	444111.471880968	187425.394100892	0	5071704.61214239	163991.025876611	5363609.55468826	NA	NA	NA	NA
M58T69	414335.514903694	114393.000721447	126621.285371012	143110.676434993	209940.624575068	30490.3229152273	120354.978068946	228452.378845564	821961.331895979	387436.306124251	572790.502672348	23106.4532699009	344733.839950306	105149.982589545	38849.1835427455	84923.317737559	438883.454352924	94512.4350719824	348585.770923454	43074.9404587368	315206.69942588	35781.896819856	207110.900173121	216905.390687518	116178.215101415	429134.11045188	0	131023.276690185	156256.066651197	164375.368988916	568101.451633198	198731.697795653	298050.506407476	136930.964505147	392412.228285672	108146.715065651	281541.321073282	2503990.66370475	1046891.78691666	22030.2904221314	196290.024894991	1271993.0470932	65081.3019654239	228316.57346643	419787.921850727	403161.333465968	1469412.45106199	0	100811.103655327	2226770.57247037	17438.9173232947	94158.1062389883	131644.774637768	482126.550003249	490614.9243975	145561.482607826	80286.3084800447	30498.4605862925	105105.470114663	119843.74820098	506286.279915761	350604.857527433	619199.988300594	1760798.57342623	53763.8317864568	97096.5608443561	244297.058997274	263936.877246144	362770.294294666	3195128.96444413	1777671.55939428	232764.037556937	1526516.11570124	317475.08185774	193189.678359562	0	0	291961.736379955	17951.5221275421	49127.5794695733	110207.359064036	131649.323109918	481706.224774127	903198.907837287	19809.3024382009	70251.5757502271	170755.688265405	1319094.88879067	1470872.18189197	226448.990915098	0	402310.829574368	549806.900830134	1483409.93365581	242870.480465104	0	132348.264544426	664867.968870555	116473.916519171	587008.259821931	679917.84894503	0	194884.61962177	4068466.82101133	0	0	38738.1571389422	255121.528219817	364431.617106397	206515.135800924	114454.513112488	113580.093580934	210120.578656329	1963038.94094258	397321.41042959	272304.749415363	265545.688242421	983543.529423011	462644.971914682	261226.530556634	299568.868810999	44588.4435397454	1516964.69055518	281647.680272931	183566.718126221	128844.199308062	294085.410854187	449435.674786594	265547.877107559	39135.9821967938	285285.158374408	277486.099682416	1157768.20197981	913375.879084988	51972.7695434205	99266.8636634783	182991.388260527	408289.116832267	272965.978721608	35190.7651416068	855486.497558241	257571.130903976	164677.080768135	189359.06325266	874327.426915659	192081.163839607	119638.676281592	582041.106442394	434689.009125799	1131611.99292298	38863.887538975	91414.3427171331	858329.379394708	141011.071763004	284981.750395322	15635.7100149882	127739.253864887	409187.099619854	151526.70618959	161344.470674834	664518.767566506	234812.62988466	2640672.06448667	77497.9128777463	158419.064078966	281524.400734101	368588.414190162	363316.941521563	1497666.55978009	602743.114587249	200791.068523608	152456.04931097	162008.789941087	195654.763142721	200612.83926394	202252.591513804	400151.511471333	28536.5633959558	17724.6789850018	1394576.36638232	347323.754133126	112686.447681247	273202.604078422	227816.314833889	246090.352071376	22627.6983014332	112316.461509841	451000.786033997	102300.404191409	168728.596184085	124615.435092482	75363.3250042826	12625.4607972028	200853.508576854	1780603.51587091	149332.199059522	169686.415380358	423607.260828555	317645.486666445	1460924.19676066	201672.631748578	2279481.97503921	397469.497502822	258673.421594387	242841.35237843	134561.255169041	2017033.56336578	469588.273011053	988435.757475126	1260602.91215149	5203884.95109952	22932097.9437264	1520831.1518585	6088802.82900919	5460519.61610762	316208.032086306
M59T246	31597.2963818844	0	73263.1745467661	0	44029.1138677143	0	65544.3440435328	0	0	25926.9014019498	0	3917.11331480479	12239.4899545428	0	5580.71066540823	16812.3761849151	33894.9796613836	2679.72010679899	73672.8889432879	0	3400.83259108738	2420.80657839847	40672.2254646222	24724.1611707945	11933.6736580781	19748.6639719327	0	48648.2098794486	52322.6700965553	45242.337045846	0	71949.6768747915	40570.8458974365	31600.6190047159	37626.3003148445	0	42124.1914626181	186629.873044516	52272.0704566892	25007.3740929468	15735.947539715	43080.1304057701	2830.03268828135	4932.74999244552	33589.7089385292	71225.3233180603	38497.5200311626	0	10972.9958269913	25495.0364344114	1655.86700614556	0	0	38418.3731330933	25711.1801748317	4562.86423931666	6997.61498102535	60489.2375351237	39788.9965770183	65845.9732136427	68831.5530827202	27366.8914569094	27135.8050980642	41357.3432758536	23657.2221271394	35779.8553236394	66616.9419431012	11355.7004415321	32002.762901088	57007.5731049828	35172.0113752315	11463.2937963457	3447.37597580365	27234.0503959423	22936.8640224887	15163.0459664311	3615.69835108468	5518.37212764485	4976.95064784861	61299.2921655349	18483.6266159778	49353.1264422393	27088.62489425	11406.2119171491	0	7003.69372629978	19815.5498331374	7472.56405000602	57176.0564052597	19906.7180665963	0	4788.19074701759	26877.3786413252	50052.1516981416	0	1383.08886226973	90785.725920312	95209.7212666913	24305.1963451778	31212.3137802106	13183.3356358597	23702.5686119933	44736.1558845631	9607.49609917829	10367.3013189862	2177.31351625977	37862.1350484498	31027.8830342303	11412.9288281618	0	69998.3437564776	63831.0577705582	113161.569874015	1031896.06258789	188615.799890877	72114.6685503046	55755.4490155035	122717.810586127	47321.74039165	35215.2437964493	15555.7878295207	0	63806.6636718727	41905.7837070513	0	139813.455324378	53767.2032359012	31618.3925933619	94785.4000770922	12881.8131079279	17159.4461703392	49274.1319225436	27616.3700150151	5431.78713810865	0	0	78501.5561986214	20706.6680855159	12862.1971211753	10492.5139828759	41617.7106511454	5354.600221848	83281.1312847051	36710.1373710033	19910.6907228712	14799.9811736034	31473.6062475217	73654.8164931493	29870.4941893777	40385.0745174673	12174.2447007815	8088.19523535536	114103.121269777	8674.10875195124	35308.578685993	0	0	44664.6634213272	36180.540262435	2942.80621967219	130440.103875558	14662.4452778844	120255.773135133	0	31955.9987113243	10328.9287884018	34411.523639727	14616.6482197519	20986.2195526415	36554.4076728354	19010.3009825067	3588.58859271206	8837.29028933274	57849.520666784	15281.8589415551	42242.9939760066	31919.9198825681	25941.3571865901	38285.2370269376	65306.0288493455	0	30447.8226276348	51752.8286658928	33130.2246524291	36101.754309363	0	2617.00707236334	32548.202469301	43408.9964191216	16784.8410440502	143596.814099394	101343.09358005	0	122774.220223768	48513.4997472712	51826.7880173299	125584.46377227	25936.6154518318	8211.32571538391	49928.4507491627	14913.8106037919	55618.1262392793	25100.9972538257	63429.8329903911	23919.6694291931	9340.29265177823	20361.5550262026	18710.2646154161	0	79824.3594572156	41764.6862312955	8063.14414678053	23691.063008973	62498.5132553181	19461.012748901	39604.0051243116
M59T62	10396.7469524831	0	48807.7004751479	0	11743.5608955695	6182.11173521795	12959.6928185789	0	13214.928374308	9441.21811649049	21024.2387239496	9484.81294657684	28922.8830888333	5798.88774680255	0	12768.8471292001	12163.389542402	7796.78504801455	20905.687737515	0	11215.9678046422	5647.13737920437	15725.7960558992	18537.3756077814	13625.2211326419	11844.8698031647	2589.06675311486	23129.6650677017	16507.2519246308	6648.33209083934	3574.75623155882	10305.7822851788	11197.1973462941	7721.0461576125	10772.9058284113	3216.35770651402	10736.7673841458	19769.4924994816	9830.83072491475	4064.65515349104	19985.4316193388	11471.5681973938	8896.33358877441	15202.3181840652	7391.1313889837	12069.0339460942	4757.4773289626	0	14135.018297577	8989.03239871163	0	0	0	9914.97068348542	19413.1840839478	3547.98128132745	4480.28569895142	2974.35702783867	7606.67981996307	11244.9677062497	6487.65368527879	3024.29145379431	12439.1649595755	10764.3730629656	2429.09752126488	14308.7321658597	14960.8690726911	13468.1724542111	9804.91408962381	15812.9513345338	30145.1750424079	15684.6044113964	16072.7509028793	13390.950816415	15705.882088563	19379.4801245987	0	6716.36912928364	8221.75108848423	14576.8740422892	16474.6482672675	5572.54892321671	11965.7531265319	17564.5350103915	4213.13752103987	4705.37078653018	11514.9873629302	18813.8186677279	14863.2047199537	15256.99864013	1885.39120984272	12307.7920613392	6831.92829152916	10084.8101748545	2243.09570131544	9169.09762081759	7946.11421922485	9636.26899062907	3335.28930309082	17942.5834375991	9144.1388179293	6433.16120079394	10965.921442893	7806.34107895023	17015.3919728297	2092.23916658657	13454.4886622461	6658.39848805352	17387.671370371	10941.0117859356	12130.7123599409	0	28328.1954768525	35681.5887862296	6623.23141842094	15719.2486033974	4214.32908507053	59334.4933949792	4562.74942449414	35582.7017482972	14828.8152607129	12795.8892246855	36085.6942864954	15293.4786412088	6259.82882300983	19151.3613854523	17131.4983911855	3902.83524852951	6287.08321967023	7397.67348022454	19419.7780931259	27732.5256512596	22285.9301877964	25985.6083462462	0	5464.28144753593	19241.8120761317	12064.4334662941	14969.0239808156	5625.63278400024	28509.2589845843	30976.2725699143	43522.2927713284	15313.9860614036	4433.47563325165	12633.6538173611	10553.403690719	21436.4009253846	14718.3487560467	25074.5081452152	30061.8948243528	4303.16195016402	18737.5887731187	25376.2915476712	9698.73116726458	0	7475.18030368868	11364.4035305285	36794.7030793449	15322.9422875146	17626.4285803995	8601.8722626254	9707.9530808842	6824.61521980439	7383.11148153721	27074.2660860586	10496.5846779147	10222.5918191464	18502.7960232567	16983.4918105334	11666.8542154643	0	18643.9387781606	4088.20716487154	17460.6956022842	9510.31905063707	6013.12184194339	2517.53952371584	10658.8345721735	12494.5144162879	0	13443.6620378515	3197.91019474537	12416.82701548	23878.7424354604	30734.4033449453	3020.12626264775	13899.3374775539	9466.68484498427	5625.26203978936	10058.3676538915	32221.9340663091	9123.78479481339	8554.28345655055	60778.1725865781	7591.22868164988	8362.63631797827	8046.35281614121	24605.0265500288	16763.2610498386	0	45260.1417438861	50293.9859189137	35573.9595964222	61463.3139336184	14808.1767672651	20903.6663706153	14761.3548219776	11745.1367553337	54703.6107854852	23527.6914295009	26069.2792049545	73493.5514855902	23812.4585556634	50958.3471344108	8030.36632130052
